UEI,Start Date,End Date,Duration(Days),Main Cause,Location,Districts,State,Latitude,Longitude,Severity,Area Affected,Human fatality,Human injured,Human Displaced,Animal Fatality,Description of Casualties/injured,Extent of damage,Event Source,Event Souce ID,District_LGD_Codes,State_Codes
UEI-IMD-FL-2015-0050,2015-04-26,2015-04-30,5.0,,,"Alappuzha, Ernakulam, Kannur, Kottayam, Malappuram, Pathanamthitta, Thiruvananthapuram, Wayanad",Kerala,,,,,,2.0,,,"1 person injured in Kannur District, 1 person injured in Kottayam District,","ALAPPUZHA : i)More than 200 fishermen families affected ii)Damage to 7 boats, nets, engine,fishing equipments in Neerkunam- Pounnapra coastal area reported iii)Around 15 lakhs rupees worth damage reported Ernakulam : i)Damage to 200 Banana,rubber Coconut, vegetable crops reported ii)Damage to Agriculture crops worth lakhs of rupees reported iii)Damage to several houses reported iv)Iriigation,drinking water supply disrupted KANNUR : i)Damage to 50 houses reported ii)Damage to 300 acres of agriculture crops reported KOTTAYAM i)Damage to hundreds of Rubber, Banana, Tapioca, Teak Coconut,vegetable crops reported ii)Damage to few houses reported MALAPPURAM : i)Around 5,000 hectares of addy fields flooded ii)Seeds ready for harvest, fell,got sprouted PATHANAMTHITTA : i)Damage to 2,500 Tapioca plantation reported ii)Damage to 5 houses reported THIRUVANANTHAPURAM & WAYANAD : i)Thousands of Banana plantations uprooted ii)Several electric cable lines damaged",IMD,,"554, 555, 557, 560, 562, 564, 565, 567",32
UEI-IMD-FL-2015-0051,2015-05-03,2015-05-05,3.0,heavy rains,,"Ernakulam, Idukki, Kannur, Palakkad, Thrissur, Thiruvananthapuram",Kerala,,,,,,2.0,,,2 persons injured as uprooted tree fell over the car,"i)Damage to more than 2,500 Banana crops reported,severe loss to Nutmeg, Tapioca,vegetable reported ii)Damage to more than 80 houses reported iii)Damage to portion of a school building, portion of a school building portion of a mosque reported iv)Damage to several electric cable lines including 11 KV electric ines reported v)Several trees uprooted causing disruption in vehicular traffic,power supply",IMD,,"555, 556, 557, 563, 566, 565",32
UEI-IMD-FL-2015-0052,2015-05-07,2015-05-09,3.0,heavy rains,,"Kottayam, Palakkad, Thrissur",Kerala,,,,,,1.0,,,1 person injured in Palakkad District,"KOTTAYAM : i)Damage to agriculture crops reported ii)Transformer collapsed iii)Damage to few houses reported iv)Damage to few houses reported by KSEB (Kerela State Electricity Board) authorities PALAKKAD & THRISSUR : i)Damage to more than 70 houses (Pookotkavu village - 40 Srikrishnapuram village - 29 reported ii)Damage to around 400 planation reported iii)15 Rubber trees,more than 50 electric poles uprooted causing disruption in vehicular traffic,power supply iv)Damage to Anganwadi building reported as uprooted tree fell over it v)Water supply disrupted for 2 days",IMD,,"560, 563, 566",32
UEI-IMD-FL-2015-0053,2015-05-10,2015-05-14,5.0,heavy rains,,"Ernakulam, Idukki, Kannur, Kasaragod, Kollam, Kozhikode, Malappuram, Palakkad, Thrissur, Wayanad",Kerala,,,,,,4.0,,,4 persons injured,"i)Damage to Agriculture crops Banana, Rubber crops,500 acres of Paddy fields reported ii)Damage to several houses reported iii)Water logging in low lying areas iv)Loss worth Rs.60,000/- v)Well caved in vi)A huge tree uprooted,fell across Kozhikode-Vythiri-Ooty State Highway causing traffic disruption",IMD,,"555, 556, 557, 558, 559, 561, 562, 563, 566, 567",32
UEI-IMD-FL-2015-0054,2015-05-15,2015-05-28,14.0,heavy rains,,"Kasaragod, Kollam, Thiruvananthapuram",Kerala,,,,,5.0,15.0,,,"5 persosnd died in Pozhiyoor, Thiruvananthapuram District 15 persons injured in Thiruvananthapuram District","KASARAGOD : Worth rupees One lakh damage reported KOLLAM : i)Extensive damage to agricultural crops mainly Banana, Tapioca crops reported ii)6 houses inundated iii)Low lying areas, field,Neduvathur-Palmootti canal flooded iv)Damage to house-hold electric appliances & wiring reproted v)Several trees uprooted causing disruption in vehicular traffic,power supply THIRUVANANTHAPURAM : i)Agriculture crops including Banana, Rubber crops submerged ii)Around 650 farmers affected iii)Low lying areas flooded iv)Damage to more than 300 houses reported v)People shifted to relief camps vi)Eastfort, Kilipalam, Karmana, Poojappura,Pazhavangadi areas innundated vii)Thampanoor railway station, Bus stand, bus terminus flooded viii)Several trees/electric poles uprooted causing disruption in vehicular traffic,power supply ix)Varkala beach area affected",IMD,,"558, 559, 565",32
UEI-IMD-FL-2015-0055,2015-06-08,2015-06-16,9.0,,,"Alappuzha, Kannur, Kollam, Thrissur, Thiruvananthapuram",Kerala,,,,,1.0,1.0,,,"1 person injured in Kollam District , 1 persosn died due to wall collapsed in Thrissur District",ALAPPUZHA : i)Damage to two acres of Banana crops reported ii)Damage to 10 houses reported iii)26 families of 90 persons shifted to relief camps iv)Water supply disrupted in beach areas KANNUR : District offie of Kerala Aided School Employees' Provident fund caved in KOLLAM : Damage to a house reported as coconut tree uprooted fell over it THRISSUR : i)Damage to 5 houses reported ii)Low-lying areas inundated iii)Severe waterlogging in the low-lying areas THIRUVANANTHAPURAM : i)Damage to 15 houses reported ii)Damage to Fiber oat factory reported iii)Around 1 lakh rupees worth damage reported iv)Several trees uprooted,IMD,,"554, 557, 559, 566, 565",32
UEI-IMD-FL-2015-0056,2015-06-19,2015-06-29,11.0,heavy rains,,"Alappuzha, Ernakulam, Idukki, Kasaragod, Kottayam, Palakkad, Pathanamthitta, Thrissur, Thiruvananthapuram, Wayanad",Kerala,,,,,11.0,17.0,,,"1 person drowned, 1 person injured in Alappuzha DIstrict , 5 students died as huge uprooted tree fell on them,8 others injured in another incident in Ernakulam district , 4 persons died in Idukki, District as uprooted trees fell on them , 3 people injured at Kasaragod District , 2 persons injured in Thrissur District , 2 persosn drowned,2 other missing in Thiruvananthapuram, District","ALAPPUZHA : i)Extensive damage to Paddy fields,lakhs rupees worth damage to standing crops reported ii)Damage to more than 300 houses,several shops reported iii)102 persons of 29 families shifted to relief camps iv)Loss of worth Rs. 5.3 lakhs estimated v)Several trees/electric poles uprooted causing disruption in vehicular traffic,power supply Ernakulam : i)Damage to 40,450 Banana plantation,1,200 Rubber trees reported ii)Damage to more than 135 houses reported iii)Loss of Rs. 2.5 crore reported iv)Several trees/electric poles uprooted causing disruption in vehicular traffic,power supply IDUKKI : i)Damage to 22.28 hectares of cultivated land reported ii)Damage to 4 houses fully,189 houses partially reported according to official of the District Disaster Management Cell iii)Loss to standing crops estimated Rs. 2.28 crore,houses Rs. 26.62 lakh reproted iv)Dmaage to Edamalakkudy Gram-Panchyat in Munnar forest division reported KASARAGOD : i)Damage to standing crops,some buildings reported ii)Loss worth Rs. 2.67 lakh reproted KOTTAYAM : i)Extensive damage to crops reported ii)Total loss of Rs. 19 lakh reproted iii)Damage to more than 200 houses Kozhikode i)A crop loss on 3.35 hectares reported by district administration ii)Damage to 20 houses fully,more than 160 houses partially reported iii)A big well caved in at Kundamangalam in Kozhikode District PALAKKAD : i)Damage to 12.13 hectares of cultivated land reported ii)LOss of standing crops worth at least Rs. 3 crore due to landslips reported iii)Damage to around 453 houses reported Assam more than 20 families relocated to temporary shelters iv)Loss of Rs. 1.5 crore reported v)Loss of Rs. 70 lakh reproted by Kerala State Electricity Board in Attappady alone. More than 150 electric poles uprooted PATHANAMTHITTA : i)Damage to houses reported ii)Three 11 KV electric posts damaged as a giant tree uprooted,fell over it THRISSUR : i)Damage to houses reported ii)Water logging in low lying areas iii)Several trees/electric poles uprooted causing disrupted in vehicular traffic,power supply THIRUVANANTHAPURAM : i)Hundreds of people affected due to water logging ii)Damage to more than 35 houses reported iii)Low lying areas inundated iv)361 people moved to safer places v)Several cars washed away WAYANAD : i)Damage to 44.54 hectares cultivated plantain,Ginger reported ii)Damage to around 485 houses reproted iii)A loss of about 10.30 crore rupees incurred in the rain related calamities iv)450 persons of 80 families shifted to relief camps v)Loss of Rs. 50 lakh reported by Kerala State Electricity Board due to damage of 500 electric poles",IMD,,"554, 555, 556, 558, 560, 563, 564, 566, 565, 567",32
UEI-IMD-FL-2015-0057,2015-07-18,2015-07-20,3.0,heavy rains,,Kannur,Kerala,,,,,9.0,,,,9 persons died,"i)Damage to 465 hectares of land,Rs. 3.76 crore of crops reported ii)Damage to 8 houses fully ans 416 houses partially reported. Property loss of Rs.97.92 lakh reported",IMD,,557,32
UEI-IMD-FL-2015-0058,2015-08-12,2015-08-12,1.0,heavy rains,,Kannur,Kerala,,,,,,,,,,i)Complete damage to one house reported ii)2 lakhs rupees worth damage reproted,IMD,,557,32
UEI-IMD-FL-2015-0059,2015-09-05,2015-09-06,2.0,heavy rains,,"Pathanamthitta, Thiruvananthapuram",Kerala,,,,,,,,3000,"Around 3,000 hens perished in Thiruvananthapuram","PATHANAMTHITTA : Loss of worth Rs. 3 lakhs reported as compund wall of a house collapsed THIRUVANANTHAPURAM : i)Damage to Agricultural crops including Rubber plantation, Banana, Tapioca worth crores reported ii)Damage to several shops, workshops, Govt. Dept. houses, bridges Oil-mill completely submerged causing damage worth Rs. 8 lakhs iii)Medicines of worth Rs.3 lakhs damaged, as Anand Veterinary hospital inundated iv)Low lying areas inundated v)200 houses marooned",IMD,,"564, 565",32
UEI-IMD-FL-2015-0060,2015-09-27,2015-09-28,2.0,heavy rains,,"Kannur, Wayanad",Kerala,,,,,,,,,,i)Damage to 3.5 acres of Paddy crops reported ii)Loss worth lakhs of rupees reproted as 2 acres of land damaged iii)Many roads washed away,IMD,,"557, 567",32
UEI-IMD-FL-2015-0061,2015-10-08,2015-10-09,2.0,heavy rains,,Thiruvananthapuram,Kerala,,,,,,1.0,,,1 person injured,"i)Damage to Agriculture crops including Rubber, Coconut trees reported ii)Damage to more than 150 houses reported",IMD,,565,32
UEI-IMD-FL-2015-0062,2015-10-30,2015-10-31,2.0,heavy rains,,Thiruvananthapuram,Kerala,,,,,,,,,More than 100 hens perished,"i)Extensive damage to agricultural crops reported ii)About 150 houses inundated iii)Low lying areas flooded iv)Several trees/electric poles uprooted causing disruption in vehicular traffic,power supply",IMD,,565,32
UEI-IMD-FL-2015-0063,2015-11-01,2015-11-21,21.0,heavy rains,,"Ernakulam, Malappuram, Pathanamthitta, Thiruvananthapuram",Kerala,,,,,2.0,,,,2 persons died,"i)Damage to Agricultural crops including Banana, Tapioca, Betelleaves, vegetables reported ii)Several houses inundated,complete damage to 11 houses reported iii)Many people shifted to safer places iv)Damage to about 70 vehicles reported v)Several trees/electric poles uprooted causing disruption in vehicular traffic,power supply",IMD,,"555, 562, 564, 565",32
UEI-IMD-FL-2015-0064,2015-12-08,2015-12-19,12.0,heavy rains,,"Alappuzha, Thiruvananthapuram",Kerala,,,,,,,,,,"i)Damage to more than 2,000 acres of Paddy cultivation,agricultural crops including Rubber, Banana, Tapioca, Yam, vegetables reproted ii)Low lying areas flooded iii)Tones of the seeds washed away iv)Several trees/electric poles uproooted causing disruption in vehicular traffic,power supply",IMD,,"554, 565",32
UEI-IMD-FL-2016-0076,2016-04-14,2016-04-14,1.0,heavy rains,,Kannur,Kerala,,,,,2.0,,,,2 persons died as compound wall collapsed on them.,Partial damage to one house reported.,IMD,,557,32
UEI-IMD-FL-2016-0077,2016-05-31,2016-05-31,1.0,heavy rains,,Kozhikode,Kerala,,,,,1.0,,,,One person died due to wall collapsed.,12 feet high compound wall collapsed.,IMD,,561,32
UEI-IMD-FL-2016-0078,2016-06-07,2016-06-09,3.0,"heavy rains, flood & landslides",,"Idukki, Kottayam, Thiruvananthapuram, Wayanad",Kerala,,,,,2.0,2.0,,,"One person died & other injured in Idukki Dist. due to landslide on 7th June. One person injured in Sreekaryam in Thiruvananthapuram Dist. One person died as a huge rock fell over him in Wayanad Dist, on 8th June.","Idukki : Complete damage to a house reported. Kottayam : i) One Anganvadi building collapsed in Thazhangadi. ii) Several trees/electric poles uprooted causing disruption in vehicular traffic & power supply. Thiruvananthapuram : i) Damage to vegetable crops reported as fields submerged. ii) 3 wells caved in. iii) Damage to more than 25 houses including house-hold appliances, Taluka office, dispensary, shop & a compound wall of a school reported. iv) More than 11 KV line broke & functioning of 4 transformers disrupted. v) In Kazhakootam, nearby houses inundated as Tettayar river flooded. Wayanad : A house completely damaged as a huge rock fell from 50 feet.",IMD,,"556, 560, 565, 567",32
UEI-IMD-FL-2016-0079,2016-06-10,2016-06-13,4.0,heavy rain,,"Idukki, Kannur, Kollam, Pathanamthitta, Thiruvananthapuram, Wayanad",Kerala,,,,,2.0,3.0,,,One person injured in each Idukki & Pathanamthitta Dist.2 persons including a child died in Kannur Dist. One person injured in Thiruvananthapuram Dist.,"Idukki & Pathanamthitta : 15 houses completely & 128 houses partially damaged. Kannur : 730 mts. long & 71/2 feet high compound wall of a house damaged. Kollam : i) 9 houses completely, 134 partially & several cowsheds damaged. ii) Several houses inundated. iii) Many electric cable lines broke. Thiruvananthapuram : i) Extensive damage to agricultural crops, vegetables, Banana crops, Tapioca reported. ii) Rs.7.25 lakhs worth damage reported. iii) 210 Rubber trees & 150 Banana plants & 7 electric posts uprooted in Pothencode area. iv) Low lying areas inundated. v) Well caved in vi) Damage to vehicles reported.vii) 12 houses completely & 22 partially damaged. Roofs of many houses blown away. viii) Side wall of a bridge collapsed. ix) Several trees/electric poles uprooted causing disruption in vehicular traffic & power supply. Wayanad : One house completely damaged.",IMD,,"556, 557, 559, 564, 565, 567",32
UEI-IMD-FL-2016-0080,2016-06-16,2016-06-19,4.0,heavy rain,,"Alappuzha, Ernakulam, Idukki, Kollam, Kottayam, Malappuram, Thrissur, Thiruvananthapuram, Wayanad",Kerala,,,,,,,,,Several students injured in Kuttanam in Alappuza Dist.,"Alappuzha : i) 33 houses completely, 38 partially & one Anganwadi damaged. ii) Several trees/electric poles uprooted causing disruption in vehicular traffic & power supply. Ernakulam, Idukki, Kollam, Kottayam, Malappuram, Thrissur: Damage to total 175 houses reported. Ernakulam - 28 completely Idukki - 7 completely & 69 partially;Kollam - 11 completely ; Kottayam - 55 completely ; Malappuram - 1 completely ; Thrissur - 4 completely damaged. Thiruvananthapuram : i) Damage to 1.53 hectares of vegetable crops, 1.25 lakh banana crops reported. ii) More than 35 houses completely & more than 430 houses partially damaged. iii) Loss of worth Rs.10.1 crores damage reported. iv) Damage to 1.53 hectares of vegetable crops, 1.25 lakh banana crops reported. v) Crores worth damage reported by KSEB as more than 2000 electric poles, one transformer 11 KV line, 50 electric cable lines damaged. vi) 30 families shifted to relief camps from Pallichal area. vii) Damage to 122 mts. Long Akashwani tower reported. viii) Damage to an Auto-rikshaw reported. viii)Several trees uprooted causing disruption in vehicular traffic. Wayanad : i) 4 houses partially damaged. ii) Several trees uprooted causing disruption in vehicular traffic.",IMD,,"554, 555, 556, 559, 560, 562, 566, 565, 567",32
UEI-IMD-FL-2016-0081,2016-06-26,2016-06-29,4.0,heavy rain,,"Kasaragod, Malappuram, Wayanad",Kerala,,,,,,,,,,"i) 20 hectares of agriculture land belonging to 157 farmers damaged causing loss of worth crores. Paddy, Ginger, Banana Damage to crops reported. ii) 52 families from different areas shifted to relief camps. iii) 4 wells caved in. iv) Full damage to 2 houses & partial damage to 106 houses reported. Also damage to 3 rooms of Higher Secondary School building reported. v) Low lying areas inundated. vi) Several trees/electric poles uprooted causing disruption in vehicular traffic & power supply.",IMD,,"558, 562, 567",32
UEI-IMD-FL-2016-0082,2016-07-02,2016-07-02,1.0,heavy rain,,Wayanad,Kerala,,,,,,,,,,i) Damage to 69 hectares agriculture crops reported due to which 444 farmers affected. ii) 22 houses fully & 65 partially damaged. iii) Several trees/electric poles uprooted causing disruption in vehicular traffic & power supply.,IMD,,567,32
UEI-IMD-FL-2016-0083,2016-07-10,2016-07-15,6.0,heavy rain,,"Idukki, Kasaragod, Wayanad",Kerala,,,,,1.0,1.0,,,One person died in Kasaragod Dist. & other injured in Idukki Dist.,"i) 4 houses, shop & five storied building under construction by the wayside of Kozhikode-Mysuru NH_212 collapsed. ii) Several trees/electric poles uprooted causing disruption in vehicular traffic & power supply.",IMD,,"556, 558, 567",32
UEI-IMD-FL-2016-0084,2016-09-18,2016-09-18,1.0,heavy rain,,Kozhikode,Kerala,,,,,6.0,,,,6 students died.,,IMD,,561,32
UEI-IMD-FL-2017-0065,2017-03-15,2017-03-16,2.0,Heavy Rains,,Alappuzha,Kerala,,,,,,,,,,Paddy field of over 600 acres inundated.,IMD,,554,32
UEI-IMD-FL-2017-0066,2017-03-06,2017-03-06,1.0,Heavy Rains,,Thiruvananthapuram,Kerala,,,,,,,,,,i) 3 houses damaged. ii) Water logging in Thampanoor. iii) Several trees/electric poles uprooted causing disruption in vehicular traffic & power supply.,IMD,,565,32
UEI-IMD-FL-2017-0067,2017-05-06,2017-05-06,1.0,Landslide,,Thiruvananthapuram,Kerala,,,,,,1.0,,,One person injured.,A house damaged.,IMD,,565,32
UEI-IMD-FL-2017-0068,2017-04-08,2017-04-08,1.0,Heavy Rains,,Pathanamthitta,Kerala,,,,,1.0,,,,One woman died due to wall collapsed,i) One house damaged. ii) Several trees/electric poles uprooted causing disruption in vehicular traffic & power supply.,IMD,,564,32
UEI-IMD-FL-2017-0069,2017-06-08,2017-06-08,2.0,Heavy Rains,,Idukki,Kerala,,,,,2.0,,,,2 persons died.,Several trees/electric poles uprooted causing disruption in vehicular traffic & power supply.,IMD,,556,32
UEI-IMD-FL-2017-0070,2017-08-28,2017-08-28,1.0,Heavy Rains,,Wayanad,Kerala,,,,,,,,,,Damage to Karapuzha bridge reported.,IMD,,567,32
UEI-IMD-FL-2017-0071,2017-05-09,2017-07-09,3.0,Heavy Rains,,"Thiruvananthapuram, Wayanad",Kerala,,,,,,,,2000,2000 hens perished in Thiruvananthapuram Dist.,i) Damage to Paddy crops reported. ii) Damage to 13 houses reported. 200 houses inundated. iii) Vehicular traffic disrupted due to water logging in many areas. iv) Hundreds of Rubber trees/electric poles uprooted causing disruption in vehicular traffic & power supply.,IMD,,"565, 567",32
UEI-IMD-FL-2017-0072,2017-08-09,2017-10-09,3.0,Heavy Rains,,"Idukki, Kozhikode,  Thiruvananthapuram",Kerala,,,,,6.0,,,,6 persons died in Thiruvananthapuram Dist.,i) Damage to 5 houses including household items reported. ii) Damage to X Ray machine reported. iii) Disruption in Rail & vehicular traffic reported due to water logging.,IMD,,"556, 561, 565",32
UEI-IMD-FL-2017-0073,2017-09-17,2017-09-17,1.0,Heavy rains & landslide,,"Idukki, Kottayam,  Thiruvananthapuram",Kerala,,,,,4.0,,,,4 persons died in Thiruvananthapuram Dist.,i) Crop cultivation & Paddy crops submerged. ii) Trains were delayed due to landslide on railway track. iii) Vehicular traffic disrupted due to water logging in many areas. iv) Several trees/electric poles uprooted causing disruption in vehicular traffic & power supply.,IMD,,"556, 560, 565",32
UEI-IMD-FL-2017-0074,2017-09-18,2017-09-19,2.0,Heavy rains & landslide,,"Idukki, Kottayam, Kozhikode,  Thiruvananthapuram, Thrissur, Wayanad",Kerala,,,,,5.0,2.0,,,Total 5 persons died & 2 others injured. (3 persons died & other injured in Kottayam Dist. 2 persons died & other injured in Thiruvananthapuram Dist.),"i) Damage to 314 houses reported. Alappuzha-51, Idukki-21, Kasaragod-4, Kollam-25, Kottayam-15, Kozhikode-about 95, Malappuram-5, Pathanamthitta-10, Thiruvananthapuram-80, Thrissur-7, Wayanad-1. ii) Several trees/electric poles uprooted causing disruption in vehicular traffic & power supply.",IMD,,"556, 560, 561, 565, 566, 567",32
UEI-IMD-FL-2017-0075,2017-10-22,2017-10-22,1.0,Heavy Rains,,Thiruvananthapuram,Kerala,,,,,,1.0,,,One person injured at Varkala Taluka,i) Damage to houses reported. ii) Damage to drinking water supply line reported. iii) Several trees/electric poles uprooted causing disruption in vehicular traffic & power supply.,IMD,,565,32
UEI-IMD-FL-2017-0076,2017-02-11,2017-03-11,2.0,Heavy Rains,,Thiruvananthapuram,Kerala,,,,,,,,,,i) Eight houses were Flooded ii) Rubber Trees submerged in rain. iii) Several trees/electric poles uprooted causing disruption in vehicular traffic & power supply,IMD,,565,32
UEI-IMD-FL-2017-0077,2017-05-11,2017-06-11,2.0,Heavy Rains,,"Kozhikode,  Thiruvananthapuram",Kerala,,,,,,,,,,i) Damage to crops reported. ii) 15 houses flooded.,IMD,,"561, 565",32
UEI-IMD-FL-2018-0030,2018-03-18,2018-03-18,1.0,Heavy rains,,Thiruvananthapuram,Kerala,,,,,,,,,,i) Damage to lakhs of agricultural crops reported. ii) Damage to 50 houses reported. iii) Many rubber trees uprooted.,IMD,,565,32
UEI-IMD-FL-2018-0031,2018-04-22,2018-04-22,1.0,Heavy rains,,Wayanad,Kerala,,,,,,,,,,"Damage to thousands of Banana plants, Palm trees, rubber & coconut trees reported",IMD,,567,32
UEI-IMD-FL-2018-0032,2018-05-13,2018-05-14,2.0,Heavy rains,,Thiruvananthapuram,Kerala,,,,,,,,,,i) Damage to many houses reported & 18 houses inundated. ii) Many trees/electric poles uprooted.,IMD,,565,32
UEI-IMD-FL-2018-0033,2018-05-16,2018-05-17,2.0,Heavy rains,,Thiruvananthapuram,Kerala,,,,,,,,,A KSRTC bus driver injured as a tree fell on bus.,i) Damage to fiber boat causing loss of Rs.5 lakhs reported. ii) Damage to houses reported. iii) Several trees/electric poles uprooted.,IMD,,565,32
UEI-IMD-FL-2018-0034,2018-05-21,2018-05-21,1.0,Heavy rains / Floods,,Thiruvananthapuram,Kerala,,,,,1.0,,,,One person died due to wall collapsed.,i) Damage to house reported. ii) Several trees/electric poles uprooted.,IMD,,565,32
UEI-IMD-FL-2018-0035,2018-05-29,2018-07-31,34.0,Heavy rains / Floods,,"Alappuzha, Ernakulam, Idukki, Kannur, Kasaragod, Kollam, Kottayam, Kozhikode, Malappuram, Palakkad, Pathanamthitta, Thrissur, Thiruvananthapuram, Wayanad",Kerala,,,,,138.0,,,,"Total 138 persons died. Alappuzha -12, Ernakulam �������� 6, Idukki - 5, Kannur�������� 22, Kasaragod - 12, Kollam - 3, Kottayam �������� 9, Kozhikode �������� 21, Malappuram��������13, Palakkad �������� 4, Pathanamthitta �������� 8, Thrissur �������� 11, Thiruvananthapuram - 7, Wayanad �������� 5. Many animals perished.","i) Damage to 27359.135 hectares of crops of estimated cost of about 3726.118 lakhs rupees reported. ii) Damage to 439 pacca houses fully or partially of estimated cost of about 6389.64 lakhs rupees reported. iii) Damage to fishing assets such as boats,nets reported iv) Damage to roads, irrigation canals, water supply schemes,community owned open wells reported.",IMD,,"554, 555, 556, 557, 558, 559, 560, 561, 562, 563, 564, 566, 565, 567",32
UEI-IMD-FL-2018-0036,2018-01-08,2018-08-30,30.0,Heavy rains / Floods,,"Alappuzha, Ernakulam, Idukki, Kannur, Kasaragod, Kollam, Kottayam, Kozhikode, Malappuram, Palakkad, Pathanamthitta, Thrissur, Thiruvananthapuram, Wayanad",Kerala,,,,,339.0,,,847209,"Total 339 persons died. Alappuzha -43, Ernakulam �������� 58, Idukki - 54, Kannur�������� 6, Kasaragod - 1, Kollam - 5, Kottayam �������� 14, Kozhikode �������� 16, Malappuram��������30, Palakkad �������� 20, Pathanamthitta �������� 3, Thrissur �������� 72, Thiruvananthapuram - 11, Wayanad �������� 6. While, 40188 large animals, 7765 small animals,799256 birds perished.","i) Damage to 59345.37 hectares of crops of estimated cost of about 7357.104 lakhs rupees reported. ii) Damage to total of 1,11,356 urban houses in urban areas,6,92,848 houses in grama panchayaths in Alappuzha, Ernakulam, Kottayam, Pathanamthitta, Thrissur,Wayanad districts reported iii) Damage to fishing assets such as boats,nets reported. iv) 5 major Hydro Stations,7 small hydro-electric power projects in the State were impacted. Damage in the transmission wing includes 50 Substations. Viz. 22 Stations got submerged, control Systems got v) damaged, 10 Power Transformers inundated,10 Major Transmission Corridors interrupted. In Distribution Sector around 284 Electrical Sections in 6 Districts impacted, around 1000 Distribution Transformers submerged, 3500 km Distribution lines destroyed, 30,000 electric poles damaged, 5 lakhs single phase,1 lakh three phase energy meters damaged. vi) Some roads,bridges completely washed away. Damage to Irrigation canals, Public Taps, Pipelines, Pump houses, check dams, Bunds, Irrigation Pumps,other irrigation machineries,structures reported.",IMD,,"554, 555, 556, 557, 558, 559, 560, 561, 562, 563, 564, 566, 565, 567",32
UEI-IMD-FL-2018-0037,2018-10-21,2018-10-21,1.0,Heavy rains,,Malappuram,Kerala,,,,,,,,,,Extreme damage to Ponnur Govt. High School Building reported,IMD,,562,32
UEI-IMD-FL-2018-0038,2018-11-16,2018-11-16,1.0,Heavy rains,,"Alappuzha, Idukki",Kerala,,,,,,,,,,"i) Damage to 7 houses completely,7 houses partially reported in Idukki Dist. ii) A tree uprooted & fallen on railway track causing delay to train for hours in Alappuzha Dist. iii) Several trees/electric poles uprooted causing disruption in vehicular traffic & power supply.",IMD,,"554, 556",32
UEI-IMD-FL-2018-0039,2018-11-17,2018-11-17,1.0,Heavy rains,,Alappuzha,Kerala,,,,,,,,,,"i) Damage to 11 houses completely,156 houses partially reported. ii) Damage to 200 electric posts reported. iii) Many trees uprooted.",IMD,,554,32
UEI-IMD-FL-2018-0040,2018-12-28,2018-12-28,1.0,Heavy rains,,Wayanad,Kerala,,,,,,,,,,Damage to acers of paddy fields & also harvested paddy crops reported.,IMD,,567,32
UEI-IMD-FL-2019-0049,2019-04-19,2019-04-19,1.0,Heavy Rain,,Wayanad,Kerala,,,,,,,,,,i) Damage to house reported. ii) Damage to vehicles reported. iii) Electric supply disruption reported.,IMD,,567,32
UEI-IMD-FL-2019-0050,2019-04-24,2019-04-26,3.0,Heavy Rain,,"Malappuram, Thiruvananthapuram, Wayanad",Kerala,,,,,3.0,2.0,,,3 persons died & 2 others injured at Malappuram on 25th April.,i) Damage to plantain cultivation reported. ii) Damage to several houses reported. iii) Damage to many vehicles reported. iv) Several trees/electric poles uprooted causing disruption in vehicular traffic & power supply.,IMD,,"562, 565, 567",32
UEI-IMD-FL-2019-0051,2019-04-28,2019-04-29,2.0,Heavy Rain,,"Thiruvananthapuram, Wayanad",Kerala,,,,,,,,,,i) Damage to plantain cultivation reported. ii) Roofs of several houses blown away.,IMD,,"565, 567",32
UEI-IMD-FL-2019-0052,2019-05-16,2019-05-16,1.0,Heavy Rain,,Wayanad,Kerala,,,,,,,,,,"i) Damage to one-acre paddy crop, around 500 rubber, 50 areca nut & 25 coconut trees,800 banana plantations reported. ii) Damage to houses reported. iii)Around one lakh worth damage reported. iv) Several trees/electric poles uprooted causing disruption in vehicular traffic & power supply.",IMD,,567,32
UEI-IMD-FL-2019-0053,2019-05-19,2019-05-19,1.0,Heavy Rain,,Wayanad,Kerala,,,,,,,,,,"i) Damage to 3100 banana plantation, Rubber,areca nut trees reported. ii) Damage to electric posts reported. iii)Disruption in water supply reported. iv) Disruption in traffic,power supply at NH-766 reported as huge tree uprooted,fell across.",IMD,,567,32
UEI-IMD-FL-2019-0054,2019-05-24,2019-05-24,1.0,Heavy Rain,,Thiruvananthapuram,Kerala,,,,,1.0,,,,One person electrocuted & other injured.,"i) Extensive damage to Banana plantation reported. ii) Damage to SAT Hospital, Children��������s ICU Ward, several houses, shops including Ration shop, Bakery reported. iii) 5 families shifted to relief camps. iv) 50 Quintals of rice, 40 liters of Kerosene submerged. v) Several trees/electric poles uprooted causing disruption in vehicular traffic & power supply.",IMD,,565,32
UEI-IMD-FL-2019-0055,2019-09-06,2019-06-13,5.0,Heavy Rain,,Thiruvananthapuram,Kerala,,,,,2.0,,,,2 persons electrocuted on 10th.,"i) Damage to agriculture crops, thousands of banana crops, coconut trees,rubber trees reported. Also, 150 year old huge Banyan tree uprooted. ii) Low lying areas,cultivated land submerged. iii) Damage to more than 100 houses reported. iv) Damage to vehicles, electric-cables, household appliances, seaside road & fishing equipments reported. v) About 200 families shifted to safer areas / relief camps. vi) Loss of 4 lakhs reported",IMD,,565,32
