UEI,Start Date,End Date,Duration(Days),Main Cause,District
UEI-IMD-FL-2015-0048,2015-04-11,2015-04-16,6.0,heavy rains,Kollam
UEI-IMD-FL-2015-0048,2015-04-11,2015-04-16,6.0,heavy rains,Kozhikode
UEI-IMD-FL-2015-0048,2015-04-11,2015-04-16,6.0,heavy rains,Malappuram
UEI-IMD-FL-2015-0048,2015-04-11,2015-04-16,6.0,heavy rains,Pathanamthitta
UEI-IMD-FL-2015-0048,2015-04-11,2015-04-16,6.0,heavy rains,Thiruvananthapuram
UEI-IMD-FL-2015-0048,2015-04-11,2015-04-16,6.0,heavy rains,Wayanad
UEI-IMD-FL-2015-0049,2015-04-19,2015-04-25,7.0,,Alappuzha
UEI-IMD-FL-2015-0049,2015-04-19,2015-04-25,7.0,,Idukki
UEI-IMD-FL-2015-0049,2015-04-19,2015-04-25,7.0,,Kasaragod
UEI-IMD-FL-2015-0049,2015-04-19,2015-04-25,7.0,,Kannur
UEI-IMD-FL-2015-0049,2015-04-19,2015-04-25,7.0,,Malappuram
UEI-IMD-FL-2015-0049,2015-04-19,2015-04-25,7.0,,Palakkad
UEI-IMD-FL-2015-0049,2015-04-19,2015-04-25,7.0,,Pathanamthitta
UEI-IMD-FL-2015-0049,2015-04-19,2015-04-25,7.0,,Thiruvananthapuram
UEI-IMD-FL-2015-0050,2015-04-26,2015-04-30,5.0,,Alappuzha
UEI-IMD-FL-2015-0050,2015-04-26,2015-04-30,5.0,,Ernakulam
UEI-IMD-FL-2015-0050,2015-04-26,2015-04-30,5.0,,Kannur
UEI-IMD-FL-2015-0050,2015-04-26,2015-04-30,5.0,,Kottayam
UEI-IMD-FL-2015-0050,2015-04-26,2015-04-30,5.0,,Malappuram
UEI-IMD-FL-2015-0050,2015-04-26,2015-04-30,5.0,,Pathanamthitta
UEI-IMD-FL-2015-0050,2015-04-26,2015-04-30,5.0,,Thiruvananthapuram
UEI-IMD-FL-2015-0050,2015-04-26,2015-04-30,5.0,,Wayanad
UEI-IMD-FL-2015-0051,2015-05-03,2015-05-05,3.0,heavy rains,Ernakulam
UEI-IMD-FL-2015-0051,2015-05-03,2015-05-05,3.0,heavy rains,Idukki
UEI-IMD-FL-2015-0051,2015-05-03,2015-05-05,3.0,heavy rains,Kannur
UEI-IMD-FL-2015-0051,2015-05-03,2015-05-05,3.0,heavy rains,Palakkad
UEI-IMD-FL-2015-0051,2015-05-03,2015-05-05,3.0,heavy rains,Thrissur
UEI-IMD-FL-2015-0051,2015-05-03,2015-05-05,3.0,heavy rains,Thiruvananthapuram
UEI-IMD-FL-2015-0052,2015-05-07,2015-05-09,3.0,heavy rains,Kottayam
UEI-IMD-FL-2015-0052,2015-05-07,2015-05-09,3.0,heavy rains,Palakkad
UEI-IMD-FL-2015-0052,2015-05-07,2015-05-09,3.0,heavy rains,Thrissur
UEI-IMD-FL-2015-0053,2015-05-10,2015-05-14,5.0,heavy rains,Ernakulam
UEI-IMD-FL-2015-0053,2015-05-10,2015-05-14,5.0,heavy rains,Idukki
UEI-IMD-FL-2015-0053,2015-05-10,2015-05-14,5.0,heavy rains,Kannur
UEI-IMD-FL-2015-0053,2015-05-10,2015-05-14,5.0,heavy rains,Kasaragod
UEI-IMD-FL-2015-0053,2015-05-10,2015-05-14,5.0,heavy rains,Kollam
UEI-IMD-FL-2015-0053,2015-05-10,2015-05-14,5.0,heavy rains,Kozhikode
UEI-IMD-FL-2015-0053,2015-05-10,2015-05-14,5.0,heavy rains,Malappuram
UEI-IMD-FL-2015-0053,2015-05-10,2015-05-14,5.0,heavy rains,Palakkad
UEI-IMD-FL-2015-0053,2015-05-10,2015-05-14,5.0,heavy rains,Thrissur
UEI-IMD-FL-2015-0053,2015-05-10,2015-05-14,5.0,heavy rains,Wayanad
UEI-IMD-FL-2015-0054,2015-05-15,2015-05-28,14.0,heavy rains,Kasaragod
UEI-IMD-FL-2015-0054,2015-05-15,2015-05-28,14.0,heavy rains,Kollam
UEI-IMD-FL-2015-0054,2015-05-15,2015-05-28,14.0,heavy rains,Thiruvananthapuram
UEI-IMD-FL-2015-0055,2015-06-08,2015-06-16,9.0,,Alappuzha
UEI-IMD-FL-2015-0055,2015-06-08,2015-06-16,9.0,,Kannur
UEI-IMD-FL-2015-0055,2015-06-08,2015-06-16,9.0,,Kollam
UEI-IMD-FL-2015-0055,2015-06-08,2015-06-16,9.0,,Thrissur
UEI-IMD-FL-2015-0055,2015-06-08,2015-06-16,9.0,,Thiruvananthapuram
UEI-IMD-FL-2015-0056,2015-06-19,2015-06-29,11.0,heavy rains,Alappuzha
UEI-IMD-FL-2015-0056,2015-06-19,2015-06-29,11.0,heavy rains,Ernakulam
UEI-IMD-FL-2015-0056,2015-06-19,2015-06-29,11.0,heavy rains,Idukki
UEI-IMD-FL-2015-0056,2015-06-19,2015-06-29,11.0,heavy rains,Kasaragod
UEI-IMD-FL-2015-0056,2015-06-19,2015-06-29,11.0,heavy rains,Kottayam
UEI-IMD-FL-2015-0056,2015-06-19,2015-06-29,11.0,heavy rains,Palakkad
UEI-IMD-FL-2015-0056,2015-06-19,2015-06-29,11.0,heavy rains,Pathanamthitta
UEI-IMD-FL-2015-0056,2015-06-19,2015-06-29,11.0,heavy rains,Thrissur
UEI-IMD-FL-2015-0056,2015-06-19,2015-06-29,11.0,heavy rains,Thiruvananthapuram
UEI-IMD-FL-2015-0056,2015-06-19,2015-06-29,11.0,heavy rains,Wayanad
UEI-IMD-FL-2015-0057,2015-07-18,2015-07-20,3.0,heavy rains,Kannur
UEI-IMD-FL-2015-0058,2015-08-12,2015-08-12,1.0,heavy rains,Kannur
UEI-IMD-FL-2015-0059,2015-09-05,2015-09-06,2.0,heavy rains,Pathanamthitta
UEI-IMD-FL-2015-0059,2015-09-05,2015-09-06,2.0,heavy rains,Thiruvananthapuram
UEI-IMD-FL-2015-0060,2015-09-27,2015-09-28,2.0,heavy rains,Kannur
UEI-IMD-FL-2015-0060,2015-09-27,2015-09-28,2.0,heavy rains,Wayanad
UEI-IMD-FL-2015-0061,2015-10-08,2015-10-09,2.0,heavy rains,Thiruvananthapuram
UEI-IMD-FL-2015-0062,2015-10-30,2015-10-31,2.0,heavy rains,Thiruvananthapuram
UEI-IMD-FL-2015-0063,2015-11-01,2015-11-21,21.0,heavy rains,Ernakulam
UEI-IMD-FL-2015-0063,2015-11-01,2015-11-21,21.0,heavy rains,Malappuram
UEI-IMD-FL-2015-0063,2015-11-01,2015-11-21,21.0,heavy rains,Pathanamthitta
UEI-IMD-FL-2015-0063,2015-11-01,2015-11-21,21.0,heavy rains,Thiruvananthapuram
UEI-IMD-FL-2015-0064,2015-12-08,2015-12-19,12.0,heavy rains,Alappuzha
UEI-IMD-FL-2015-0064,2015-12-08,2015-12-19,12.0,heavy rains,Thiruvananthapuram
UEI-IMD-FL-2016-0076,2016-04-14,2016-04-14,1.0,heavy rains,Kannur
UEI-IMD-FL-2016-0077,2016-05-31,2016-05-31,1.0,heavy rains,Kozhikode
UEI-IMD-FL-2016-0078,2016-06-07,2016-06-09,3.0,"heavy rains, flood & landslides",Idukki
UEI-IMD-FL-2016-0078,2016-06-07,2016-06-09,3.0,"heavy rains, flood & landslides",Kottayam
UEI-IMD-FL-2016-0078,2016-06-07,2016-06-09,3.0,"heavy rains, flood & landslides",Thiruvananthapuram
UEI-IMD-FL-2016-0078,2016-06-07,2016-06-09,3.0,"heavy rains, flood & landslides",Wayanad
UEI-IMD-FL-2016-0079,2016-06-10,2016-06-13,4.0,heavy rain,Idukki
UEI-IMD-FL-2016-0079,2016-06-10,2016-06-13,4.0,heavy rain,Kannur
UEI-IMD-FL-2016-0079,2016-06-10,2016-06-13,4.0,heavy rain,Kollam
UEI-IMD-FL-2016-0079,2016-06-10,2016-06-13,4.0,heavy rain,Pathanamthitta
UEI-IMD-FL-2016-0079,2016-06-10,2016-06-13,4.0,heavy rain,Thiruvananthapuram
UEI-IMD-FL-2016-0079,2016-06-10,2016-06-13,4.0,heavy rain,Wayanad
UEI-IMD-FL-2016-0080,2016-06-16,2016-06-19,4.0,heavy rain,Alappuzha
UEI-IMD-FL-2016-0080,2016-06-16,2016-06-19,4.0,heavy rain,Ernakulam
UEI-IMD-FL-2016-0080,2016-06-16,2016-06-19,4.0,heavy rain,Idukki
UEI-IMD-FL-2016-0080,2016-06-16,2016-06-19,4.0,heavy rain,Kollam
UEI-IMD-FL-2016-0080,2016-06-16,2016-06-19,4.0,heavy rain,Kottayam
UEI-IMD-FL-2016-0080,2016-06-16,2016-06-19,4.0,heavy rain,Malappuram
UEI-IMD-FL-2016-0080,2016-06-16,2016-06-19,4.0,heavy rain,Thrissur
UEI-IMD-FL-2016-0080,2016-06-16,2016-06-19,4.0,heavy rain,Thiruvananthapuram
UEI-IMD-FL-2016-0080,2016-06-16,2016-06-19,4.0,heavy rain,Wayanad
UEI-IMD-FL-2016-0081,2016-06-26,2016-06-29,4.0,heavy rain,Kasaragod
UEI-IMD-FL-2016-0081,2016-06-26,2016-06-29,4.0,heavy rain,Malappuram
UEI-IMD-FL-2016-0081,2016-06-26,2016-06-29,4.0,heavy rain,Wayanad
UEI-IMD-FL-2016-0082,2016-07-02,2016-07-02,1.0,heavy rain,Wayanad
UEI-IMD-FL-2016-0083,2016-07-10,2016-07-15,6.0,heavy rain,Idukki
UEI-IMD-FL-2016-0083,2016-07-10,2016-07-15,6.0,heavy rain,Kasaragod
UEI-IMD-FL-2016-0083,2016-07-10,2016-07-15,6.0,heavy rain,Wayanad
UEI-IMD-FL-2016-0084,2016-09-18,2016-09-18,1.0,heavy rain,Kozhikode
UEI-IMD-FL-2017-0065,2017-03-15,2017-03-16,2.0,Heavy Rains,Alappuzha
UEI-IMD-FL-2017-0066,2017-03-06,2017-03-06,1.0,Heavy Rains,Thiruvananthapuram
UEI-IMD-FL-2017-0067,2017-05-06,2017-05-06,1.0,Landslide,Thiruvananthapuram
UEI-IMD-FL-2017-0068,2017-04-08,2017-04-08,1.0,Heavy Rains,Pathanamthitta
UEI-IMD-FL-2017-0069,2017-06-08,2017-06-08,2.0,Heavy Rains,Idukki
UEI-IMD-FL-2017-0070,2017-08-28,2017-08-28,1.0,Heavy Rains,Wayanad
UEI-IMD-FL-2017-0071,2017-05-09,2017-07-09,3.0,Heavy Rains,Thiruvananthapuram
UEI-IMD-FL-2017-0071,2017-05-09,2017-07-09,3.0,Heavy Rains,Wayanad
UEI-IMD-FL-2017-0072,2017-08-09,2017-10-09,3.0,Heavy Rains,Idukki
UEI-IMD-FL-2017-0072,2017-08-09,2017-10-09,3.0,Heavy Rains,Kozhikode
UEI-IMD-FL-2017-0072,2017-08-09,2017-10-09,3.0,Heavy Rains,Thiruvananthapuram
UEI-IMD-FL-2017-0073,2017-09-17,2017-09-17,1.0,Heavy rains & landslide,Idukki
UEI-IMD-FL-2017-0073,2017-09-17,2017-09-17,1.0,Heavy rains & landslide,Kottayam
UEI-IMD-FL-2017-0073,2017-09-17,2017-09-17,1.0,Heavy rains & landslide,Thiruvananthapuram
UEI-IMD-FL-2017-0074,2017-09-18,2017-09-19,2.0,Heavy rains & landslide,Idukki
UEI-IMD-FL-2017-0074,2017-09-18,2017-09-19,2.0,Heavy rains & landslide,Kottayam
UEI-IMD-FL-2017-0074,2017-09-18,2017-09-19,2.0,Heavy rains & landslide,Kozhikode
UEI-IMD-FL-2017-0074,2017-09-18,2017-09-19,2.0,Heavy rains & landslide,Thiruvananthapuram
UEI-IMD-FL-2017-0074,2017-09-18,2017-09-19,2.0,Heavy rains & landslide,Thrissur
UEI-IMD-FL-2017-0074,2017-09-18,2017-09-19,2.0,Heavy rains & landslide,Wayanad
UEI-IMD-FL-2017-0075,2017-10-22,2017-10-22,1.0,Heavy Rains,Thiruvananthapuram
UEI-IMD-FL-2017-0076,2017-02-11,2017-03-11,2.0,Heavy Rains,Thiruvananthapuram
UEI-IMD-FL-2017-0077,2017-05-11,2017-06-11,2.0,Heavy Rains,Kozhikode
UEI-IMD-FL-2017-0077,2017-05-11,2017-06-11,2.0,Heavy Rains,Thiruvananthapuram
UEI-IMD-FL-2018-0030,2018-03-18,2018-03-18,1.0,Heavy rains,Thiruvananthapuram
UEI-IMD-FL-2018-0031,2018-04-22,2018-04-22,1.0,Heavy rains,Wayanad
UEI-IMD-FL-2018-0032,2018-05-13,2018-05-14,2.0,Heavy rains,Thiruvananthapuram
UEI-IMD-FL-2018-0033,2018-05-16,2018-05-17,2.0,Heavy rains,Thiruvananthapuram
UEI-IMD-FL-2018-0034,2018-05-21,2018-05-21,1.0,Heavy rains / Floods,Thiruvananthapuram
UEI-IMD-FL-2018-0035,2018-05-29,2018-07-31,34.0,Heavy rains / Floods,Alappuzha
UEI-IMD-FL-2018-0035,2018-05-29,2018-07-31,34.0,Heavy rains / Floods,Ernakulam
UEI-IMD-FL-2018-0035,2018-05-29,2018-07-31,34.0,Heavy rains / Floods,Idukki
UEI-IMD-FL-2018-0035,2018-05-29,2018-07-31,34.0,Heavy rains / Floods,Kannur
UEI-IMD-FL-2018-0035,2018-05-29,2018-07-31,34.0,Heavy rains / Floods,Kasaragod
UEI-IMD-FL-2018-0035,2018-05-29,2018-07-31,34.0,Heavy rains / Floods,Kollam
UEI-IMD-FL-2018-0035,2018-05-29,2018-07-31,34.0,Heavy rains / Floods,Kottayam
UEI-IMD-FL-2018-0035,2018-05-29,2018-07-31,34.0,Heavy rains / Floods,Kozhikode
UEI-IMD-FL-2018-0035,2018-05-29,2018-07-31,34.0,Heavy rains / Floods,Malappuram
UEI-IMD-FL-2018-0035,2018-05-29,2018-07-31,34.0,Heavy rains / Floods,Palakkad
UEI-IMD-FL-2018-0035,2018-05-29,2018-07-31,34.0,Heavy rains / Floods,Pathanamthitta
UEI-IMD-FL-2018-0035,2018-05-29,2018-07-31,34.0,Heavy rains / Floods,Thrissur
UEI-IMD-FL-2018-0035,2018-05-29,2018-07-31,34.0,Heavy rains / Floods,Thiruvananthapuram
UEI-IMD-FL-2018-0035,2018-05-29,2018-07-31,34.0,Heavy rains / Floods,Wayanad
UEI-IMD-FL-2018-0036,2018-01-08,2018-08-30,30.0,Heavy rains / Floods,Alappuzha
UEI-IMD-FL-2018-0036,2018-01-08,2018-08-30,30.0,Heavy rains / Floods,Ernakulam
UEI-IMD-FL-2018-0036,2018-01-08,2018-08-30,30.0,Heavy rains / Floods,Idukki
UEI-IMD-FL-2018-0036,2018-01-08,2018-08-30,30.0,Heavy rains / Floods,Kannur
UEI-IMD-FL-2018-0036,2018-01-08,2018-08-30,30.0,Heavy rains / Floods,Kasaragod
UEI-IMD-FL-2018-0036,2018-01-08,2018-08-30,30.0,Heavy rains / Floods,Kollam
UEI-IMD-FL-2018-0036,2018-01-08,2018-08-30,30.0,Heavy rains / Floods,Kottayam
UEI-IMD-FL-2018-0036,2018-01-08,2018-08-30,30.0,Heavy rains / Floods,Kozhikode
UEI-IMD-FL-2018-0036,2018-01-08,2018-08-30,30.0,Heavy rains / Floods,Malappuram
UEI-IMD-FL-2018-0036,2018-01-08,2018-08-30,30.0,Heavy rains / Floods,Palakkad
UEI-IMD-FL-2018-0036,2018-01-08,2018-08-30,30.0,Heavy rains / Floods,Pathanamthitta
UEI-IMD-FL-2018-0036,2018-01-08,2018-08-30,30.0,Heavy rains / Floods,Thrissur
UEI-IMD-FL-2018-0036,2018-01-08,2018-08-30,30.0,Heavy rains / Floods,Thiruvananthapuram
UEI-IMD-FL-2018-0036,2018-01-08,2018-08-30,30.0,Heavy rains / Floods,Wayanad
UEI-IMD-FL-2018-0037,2018-10-21,2018-10-21,1.0,Heavy rains,Malappuram
UEI-IMD-FL-2018-0038,2018-11-16,2018-11-16,1.0,Heavy rains,Alappuzha
UEI-IMD-FL-2018-0038,2018-11-16,2018-11-16,1.0,Heavy rains,Idukki
UEI-IMD-FL-2018-0039,2018-11-17,2018-11-17,1.0,Heavy rains,Alappuzha
UEI-IMD-FL-2018-0040,2018-12-28,2018-12-28,1.0,Heavy rains,Wayanad
UEI-IMD-FL-2019-0049,2019-04-19,2019-04-19,1.0,Heavy Rain,Wayanad
UEI-IMD-FL-2019-0050,2019-04-24,2019-04-26,3.0,Heavy Rain,Malappuram
UEI-IMD-FL-2019-0050,2019-04-24,2019-04-26,3.0,Heavy Rain,Thiruvananthapuram
UEI-IMD-FL-2019-0050,2019-04-24,2019-04-26,3.0,Heavy Rain,Wayanad
UEI-IMD-FL-2019-0051,2019-04-28,2019-04-29,2.0,Heavy Rain,Thiruvananthapuram
UEI-IMD-FL-2019-0051,2019-04-28,2019-04-29,2.0,Heavy Rain,Wayanad
UEI-IMD-FL-2019-0052,2019-05-16,2019-05-16,1.0,Heavy Rain,Wayanad
UEI-IMD-FL-2019-0053,2019-05-19,2019-05-19,1.0,Heavy Rain,Wayanad
UEI-IMD-FL-2019-0054,2019-05-24,2019-05-24,1.0,Heavy Rain,Thiruvananthapuram
UEI-IMD-FL-2019-0056,2019-12-06,2019-12-06,1.0,Heavy Rain,Ernakulam
UEI-IMD-FL-2019-0056,2019-12-06,2019-12-06,1.0,Heavy Rain,Malappuram
UEI-IMD-FL-2019-0057,2019-06-14,2019-06-14,1.0,Heavy Rain,Malappuram
UEI-IMD-FL-2019-0057,2019-06-14,2019-06-14,1.0,Heavy Rain,Wayanad
UEI-IMD-FL-2019-0058,2019-06-20,2019-06-20,1.0,Heavy Rain,Kannur
UEI-IMD-FL-2019-0058,2019-06-20,2019-06-20,1.0,Heavy Rain,Kasaragod
UEI-IMD-FL-2019-0059,2019-10-07,2019-10-07,1.0,Landslide,Kottayam
UEI-IMD-FL-2019-0060,2019-07-18,2019-07-20,3.0,Heavy rains,Alappuzha
UEI-IMD-FL-2019-0060,2019-07-18,2019-07-20,3.0,Heavy rains,Ernakulam
UEI-IMD-FL-2019-0060,2019-07-18,2019-07-20,3.0,Heavy rains,Idukki
UEI-IMD-FL-2019-0060,2019-07-18,2019-07-20,3.0,Heavy rains,Kannur
UEI-IMD-FL-2019-0060,2019-07-18,2019-07-20,3.0,Heavy rains,Kasaragod
UEI-IMD-FL-2019-0060,2019-07-18,2019-07-20,3.0,Heavy rains,Kollam
UEI-IMD-FL-2019-0060,2019-07-18,2019-07-20,3.0,Heavy rains,Kottayam
UEI-IMD-FL-2019-0060,2019-07-18,2019-07-20,3.0,Heavy rains,Kozhikode
UEI-IMD-FL-2019-0060,2019-07-18,2019-07-20,3.0,Heavy rains,Pathanamthitta
UEI-IMD-FL-2019-0060,2019-07-18,2019-07-20,3.0,Heavy rains,Thrissur
UEI-IMD-FL-2019-0060,2019-07-18,2019-07-20,3.0,Heavy rains,Thiruvananthapuram
UEI-IMD-FL-2019-0060,2019-07-18,2019-07-20,3.0,Heavy rains,Wayanad
UEI-IMD-FL-2019-0061,2019-07-28,2019-07-28,1.0,Landslip,Idukki
UEI-IMD-FL-2019-0062,2019-04-08,2019-06-08,3.0,Heavy rains & Landslip,Wayanad
UEI-IMD-FL-2019-0063,2019-07-08,2019-07-08,1.0,Heavy rains,Thiruvananthapuram
UEI-IMD-FL-2019-0064,2019-08-08,2019-08-08,1.0,"Heavy rains, Floods (Muvattupuzha & Kabani river) & Landslip",Ernakulam
UEI-IMD-FL-2019-0064,2019-08-08,2019-08-08,1.0,"Heavy rains, Floods (Muvattupuzha & Kabani river) & Landslip",Idukki
UEI-IMD-FL-2019-0064,2019-08-08,2019-08-08,1.0,"Heavy rains, Floods (Muvattupuzha & Kabani river) & Landslip",Kannur
UEI-IMD-FL-2019-0064,2019-08-08,2019-08-08,1.0,"Heavy rains, Floods (Muvattupuzha & Kabani river) & Landslip",Kasaragod
UEI-IMD-FL-2019-0064,2019-08-08,2019-08-08,1.0,"Heavy rains, Floods (Muvattupuzha & Kabani river) & Landslip",Kozhikode
UEI-IMD-FL-2019-0064,2019-08-08,2019-08-08,1.0,"Heavy rains, Floods (Muvattupuzha & Kabani river) & Landslip",Malappuram
UEI-IMD-FL-2019-0064,2019-08-08,2019-08-08,1.0,"Heavy rains, Floods (Muvattupuzha & Kabani river) & Landslip",Palakkad
UEI-IMD-FL-2019-0064,2019-08-08,2019-08-08,1.0,"Heavy rains, Floods (Muvattupuzha & Kabani river) & Landslip",Thiruvananthapuram
UEI-IMD-FL-2019-0064,2019-08-08,2019-08-08,1.0,"Heavy rains, Floods (Muvattupuzha & Kabani river) & Landslip",Thrissur
UEI-IMD-FL-2019-0064,2019-08-08,2019-08-08,1.0,"Heavy rains, Floods (Muvattupuzha & Kabani river) & Landslip",Wayanad
UEI-IMD-FL-2019-0065,2019-09-08,2019-09-08,1.0,Heavy rains & Landslide,Ernakulam
UEI-IMD-FL-2019-0065,2019-09-08,2019-09-08,1.0,Heavy rains & Landslide,Idukki
UEI-IMD-FL-2019-0065,2019-09-08,2019-09-08,1.0,Heavy rains & Landslide,Kannur
UEI-IMD-FL-2019-0065,2019-09-08,2019-09-08,1.0,Heavy rains & Landslide,Malappuram
UEI-IMD-FL-2019-0065,2019-09-08,2019-09-08,1.0,Heavy rains & Landslide,Palakkad
UEI-IMD-FL-2019-0065,2019-09-08,2019-09-08,1.0,Heavy rains & Landslide,Thiruvananthapuram
UEI-IMD-FL-2019-0065,2019-09-08,2019-09-08,1.0,Heavy rains & Landslide,Thrissur
UEI-IMD-FL-2019-0065,2019-09-08,2019-09-08,1.0,Heavy rains & Landslide,Wayanad
UEI-IMD-FL-2019-0066,2019-10-08,2019-10-08,1.0,"Heavy rains, Floods & Landslide",Alappuzha
UEI-IMD-FL-2019-0066,2019-10-08,2019-10-08,1.0,"Heavy rains, Floods & Landslide",Ernakulam
UEI-IMD-FL-2019-0066,2019-10-08,2019-10-08,1.0,"Heavy rains, Floods & Landslide",Idukki
UEI-IMD-FL-2019-0066,2019-10-08,2019-10-08,1.0,"Heavy rains, Floods & Landslide",Kannur
UEI-IMD-FL-2019-0066,2019-10-08,2019-10-08,1.0,"Heavy rains, Floods & Landslide",Kasaragod
UEI-IMD-FL-2019-0066,2019-10-08,2019-10-08,1.0,"Heavy rains, Floods & Landslide",Kollam
UEI-IMD-FL-2019-0066,2019-10-08,2019-10-08,1.0,"Heavy rains, Floods & Landslide",Kottayam
UEI-IMD-FL-2019-0066,2019-10-08,2019-10-08,1.0,"Heavy rains, Floods & Landslide",Kozhikode
UEI-IMD-FL-2019-0066,2019-10-08,2019-10-08,1.0,"Heavy rains, Floods & Landslide",Malappuram
UEI-IMD-FL-2019-0066,2019-10-08,2019-10-08,1.0,"Heavy rains, Floods & Landslide",Palakkad
UEI-IMD-FL-2019-0066,2019-10-08,2019-10-08,1.0,"Heavy rains, Floods & Landslide",Pathanamthitta
UEI-IMD-FL-2019-0066,2019-10-08,2019-10-08,1.0,"Heavy rains, Floods & Landslide",Thiruvananthapuram
UEI-IMD-FL-2019-0066,2019-10-08,2019-10-08,1.0,"Heavy rains, Floods & Landslide",Thrissur
UEI-IMD-FL-2019-0066,2019-10-08,2019-10-08,1.0,"Heavy rains, Floods & Landslide",Wayanad
UEI-IMD-FL-2019-0068,2019-08-19,2019-08-20,2.0,Heavy rains,Alappuzha
UEI-IMD-FL-2019-0068,2019-08-19,2019-08-20,2.0,Heavy rains,Thiruvananthapuram
UEI-IMD-FL-2019-0068,2019-08-19,2019-08-20,2.0,Heavy rains,Wayanad
UEI-IMD-FL-2019-0069,2019-08-22,2019-08-23,2.0,Heavy rains,Wayanad
UEI-IMD-FL-2019-0070,2019-03-09,2019-09-09,2.0,Heavy rains,Wayanad
UEI-IMD-FL-2019-0071,2019-12-09,2019-12-09,1.0,Heavy rains & Landslide,Malappuram
UEI-IMD-FL-2019-0072,2019-09-26,2019-09-26,1.0,Heavy rains,Thiruvananthapuram
UEI-IMD-FL-2019-0073,2019-10-17,2019-10-17,1.0,Heavy rains & Landslide,Thiruvananthapuram
UEI-IMD-FL-2019-0074,2019-10-21,2019-10-21,1.0,Heavy rains & Landslide,Alappuzha
UEI-IMD-FL-2019-0074,2019-10-21,2019-10-21,1.0,Heavy rains & Landslide,Ernakulam
UEI-IMD-FL-2019-0074,2019-10-21,2019-10-21,1.0,Heavy rains & Landslide,Idukki
UEI-IMD-FL-2019-0074,2019-10-21,2019-10-21,1.0,Heavy rains & Landslide,Kannur
UEI-IMD-FL-2019-0074,2019-10-21,2019-10-21,1.0,Heavy rains & Landslide,Kasaragod
UEI-IMD-FL-2019-0074,2019-10-21,2019-10-21,1.0,Heavy rains & Landslide,Kollam
UEI-IMD-FL-2019-0074,2019-10-21,2019-10-21,1.0,Heavy rains & Landslide,Kottayam
UEI-IMD-FL-2019-0074,2019-10-21,2019-10-21,1.0,Heavy rains & Landslide,Kozhikode
UEI-IMD-FL-2019-0074,2019-10-21,2019-10-21,1.0,Heavy rains & Landslide,Malappuram
UEI-IMD-FL-2019-0074,2019-10-21,2019-10-21,1.0,Heavy rains & Landslide,Palakkad
UEI-IMD-FL-2019-0074,2019-10-21,2019-10-21,1.0,Heavy rains & Landslide,Pathanamthitta
UEI-IMD-FL-2019-0074,2019-10-21,2019-10-21,1.0,Heavy rains & Landslide,Thiruvananthapuram
UEI-IMD-FL-2019-0074,2019-10-21,2019-10-21,1.0,Heavy rains & Landslide,Thrissur
UEI-IMD-FL-2019-0074,2019-10-21,2019-10-21,1.0,Heavy rains & Landslide,Wayanad
UEI-IMD-FL-2019-0075,2019-10-22,2019-10-22,1.0,Heavy rains,Thiruvananthapuram
UEI-IMD-FL-2019-0076,2019-10-30,2019-10-31,2.0,Heavy rains,Thiruvananthapuram
UEI-IMD-FL-2019-0077,2019-01-11,2019-02-11,2.0,Heavy rains,Alappuzha
UEI-IMD-FL-2019-0077,2019-01-11,2019-02-11,2.0,Heavy rains,Idukki
UEI-IMD-FL-2019-0077,2019-01-11,2019-02-11,2.0,Heavy rains,Thiruvananthapuram
UEI-IMD-FL-2019-0078,2019-10-11,2019-10-11,1.0,Heavy rains,Wayanad
UEI-IMD-FL-2019-0079,2019-11-11,2019-11-17,2.0,Heavy rains,Thiruvananthapuram
UEI-IMD-FL-2019-0080,2019-11-20,2019-11-20,1.0,Heavy rains,Kannur
UEI-IMD-FL-2019-0080,2019-11-20,2019-11-20,1.0,Heavy rains,Malappuram
UEI-IMD-FL-2019-0080,2019-11-20,2019-11-20,1.0,Heavy rains,Thiruvananthapuram
UEI-IMD-FL-2019-0081,2019-03-12,2019-03-12,1.0,Heavy rains,Wayanad
UEI-IMD-FL-2020-0044,2020-02-01,2020-03-01,2.0,Heavy Rains,Malappuram
UEI-IMD-FL-2020-0044,2020-02-01,2020-03-01,2.0,Heavy Rains,Thiruvananthapuram
UEI-IMD-FL-2020-0045,2020-04-24,2020-04-28,2.0,Heavy Rains,Thiruvananthapuram
UEI-IMD-FL-2020-0046,2020-03-05,2020-03-05,1.0,Heavy Rains,Pathanamthitta
UEI-IMD-FL-2020-0047,2020-07-05,2020-08-05,2.0,Heavy Rains,Thiruvananthapuram
UEI-IMD-FL-2020-0048,2020-05-16,2020-05-18,2.0,Heavy Rains,Thiruvananthapuram
UEI-IMD-FL-2020-0049,2020-05-22,2020-05-22,1.0,"Heavy Rains & Floods (Killi,Karamana rivers)",Thiruvananthapuram
UEI-IMD-FL-2020-0050,2020-02-06,2020-05-06,3.0,Heavy Rains & Floods,Thiruvananthapuram
UEI-IMD-FL-2020-0051,2020-03-07,2020-03-07,1.0,Flash flood,Kozhikode
UEI-IMD-FL-2020-0052,2020-05-08,2020-05-08,1.0,Heavy Rains & Floods,Wayanad
UEI-IMD-FL-2020-0053,2020-06-08,2020-06-08,1.0,Landslide,Idukki
UEI-IMD-FL-2020-0054,2020-06-08,2020-06-08,1.0,Heavy Rains & Landslide,Wayanad
